customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,MonthlyCharges,TotalCharges,Churn
CUST0332,Female,0,No,Yes,43,No,Fiber optic,Month-to-month,105.46,4534.78,No
CUST0333,Male,1,No,No,63,No,Fiber optic,One year,67.14,4229.82,No
CUST0334,Female,1,Yes,Yes,19,Yes,DSL,One year,106.86,2030.34,No
CUST0335,Female,0,Yes,Yes,50,Yes,DSL,Two year,49.16,2458.0,No
CUST0336,Male,0,Yes,No,33,Yes,DSL,Month-to-month,32.88,1085.04,No
CUST0337,Male,0,Yes,No,13,No,No,Month-to-month,105.53,1371.89,Yes
CUST0338,Female,0,No,Yes,62,Yes,Fiber optic,One year,78.74,4881.88,No
CUST0339,Female,0,No,No,43,No,No,Month-to-month,108.91,4683.13,No
CUST0340,Male,0,No,Yes,49,No,Fiber optic,Two year,113.78,5575.22,No
CUST0341,Female,0,Yes,Yes,36,No,No,Two year,25.36,912.96,No
CUST0342,Male,1,Yes,Yes,10,Yes,Fiber optic,Month-to-month,70.1,701.0,Yes
CUST0343,Female,0,No,No,6,Yes,DSL,Two year,57.5,345.0,No
CUST0344,Male,0,No,No,57,No,DSL,One year,82.59,4707.63,No
CUST0345,Male,0,Yes,Yes,1,No,DSL,Two year,99.36,99.36,No
CUST0346,Male,0,No,Yes,71,No,No,Month-to-month,48.06,3412.26,No
CUST0347,Female,0,Yes,No,58,Yes,DSL,One year,75.68,4389.44,No
CUST0348,Female,1,Yes,No,21,No,Fiber optic,Two year,90.87,1908.27,No
CUST0349,Male,0,Yes,No,56,Yes,No,One year,33.44,1872.64,No
CUST0350,Female,1,No,Yes,20,No,Fiber optic,Month-to-month,101.41,2028.2,No
CUST0351,Male,0,No,No,54,Yes,No,Two year,80.61,4352.94,No
CUST0352,Male,0,Yes,No,25,No,Fiber optic,Two year,114.95,2873.75,No
CUST0353,Female,0,No,Yes,28,Yes,Fiber optic,One year,53.95,1510.6,No
CUST0354,Female,0,Yes,Yes,5,Yes,No,Two year,30.81,154.05,No
CUST0355,Male,1,Yes,Yes,21,Yes,No,Two year,70.65,1483.65,No
CUST0356,Female,1,Yes,No,18,Yes,DSL,Two year,28.58,514.44,No
CUST0357,Female,0,Yes,Yes,47,Yes,DSL,Two year,116.95,5496.65,No
CUST0358,Male,0,No,Yes,70,Yes,Fiber optic,Month-to-month,23.87,1670.9,No
CUST0359,Male,0,Yes,Yes,57,No,Fiber optic,Two year,95.35,5434.95,No
CUST0360,Female,1,Yes,Yes,19,No,Fiber optic,One year,72.51,1377.69,No
CUST0361,Male,0,No,No,65,No,No,Month-to-month,56.86,3695.9,No
CUST0362,Male,0,Yes,Yes,3,No,No,One year,26.58,79.74,No
CUST0363,Female,0,Yes,No,42,Yes,DSL,One year,82.22,3453.24,No
CUST0364,Male,0,No,No,21,No,Fiber optic,One year,78.52,1648.92,No
CUST0365,Male,0,No,No,40,Yes,DSL,Month-to-month,48.09,1923.6,Yes
CUST0366,Female,0,No,Yes,67,Yes,No,Month-to-month,111.02,7438.34,No
CUST0367,Female,1,Yes,No,25,Yes,No,Month-to-month,50.41,1260.25,No
CUST0368,Male,0,No,Yes,55,No,No,Two year,64.97,3573.35,No
CUST0369,Male,0,No,Yes,52,Yes,DSL,One year,74.38,3867.76,No
CUST0370,Female,1,Yes,Yes,44,No,No,Month-to-month,30.02,1320.88,No
CUST0371,Female,0,Yes,No,56,No,Fiber optic,One year,113.22,6340.32,No
CUST0372,Female,1,Yes,Yes,55,No,DSL,Month-to-month,57.45,3159.75,No
CUST0373,Female,0,Yes,Yes,70,No,No,Month-to-month,28.08,1965.6,No
CUST0374,Male,0,Yes,Yes,66,No,DSL,Month-to-month,58.73,3876.18,No
CUST0375,Female,1,No,No,19,Yes,DSL,One year,80.02,1520.38,No
CUST0376,Female,0,No,No,7,Yes,No,Two year,71.37,499.59,Yes
CUST0377,Male,0,No,No,63,No,No,Month-to-month,89.45,5635.35,Yes
CUST0378,Female,0,Yes,Yes,42,Yes,DSL,Month-to-month,25.55,1073.1,No
CUST0379,Male,0,Yes,No,42,No,DSL,Month-to-month,48.45,2034.9,No
CUST0380,Female,0,Yes,Yes,59,Yes,No,Two year,101.92,6013.28,No
CUST0381,Female,0,No,Yes,20,Yes,Fiber optic,One year,27.99,559.8,No
CUST0382,Female,1,No,No,17,Yes,DSL,One year,105.55,1794.35,No
CUST0383,Male,0,Yes,Yes,27,Yes,DSL,One year,29.19,788.13,No
CUST0384,Male,0,No,No,47,Yes,Fiber optic,One year,103.45,4862.15,No
CUST0385,Female,0,Yes,Yes,2,Yes,No,Month-to-month,56.08,112.16,No
CUST0386,Male,0,No,No,63,Yes,No,Two year,81.22,5116.86,No
CUST0387,Male,0,No,Yes,62,Yes,Fiber optic,Month-to-month,35.29,2187.98,Yes
CUST0388,Male,1,No,Yes,19,Yes,No,Two year,26.62,505.78,No
CUST0389,Male,0,Yes,Yes,17,Yes,No,One year,41.59,707.03,No
CUST0390,Male,0,No,Yes,69,Yes,DSL,Two year,32.79,2262.51,No
CUST0391,Male,0,No,Yes,39,Yes,DSL,Month-to-month,51.24,1998.36,Yes
CUST0392,Female,0,Yes,No,71,Yes,DSL,Month-to-month,71.44,5072.24,No
CUST0393,Female,0,No,Yes,39,No,Fiber optic,One year,78.88,3076.32,No
CUST0394,Male,0,Yes,No,36,Yes,No,Month-to-month,98.99,3563.64,Yes
CUST0395,Female,1,Yes,No,40,Yes,No,Month-to-month,85.62,3424.8,No
CUST0396,Female,0,Yes,No,45,Yes,DSL,Two year,80.88,3639.6,No
CUST0397,Female,0,Yes,Yes,4,Yes,DSL,Month-to-month,61.18,244.72,Yes
CUST0398,Female,0,Yes,Yes,25,Yes,Fiber optic,One year,67.38,1684.5,No
CUST0399,Male,0,No,Yes,69,Yes,No,One year,61.45,4240.05,No
CUST0400,Female,0,Yes,No,30,No,Fiber optic,Month-to-month,104.22,3126.6,No
CUST0401,Female,0,Yes,Yes,68,No,No,One year,43.0,2924.0,No
CUST0402,Male,0,Yes,Yes,29,No,Fiber optic,Two year,20.57,596.53,No
CUST0403,Male,0,Yes,No,68,Yes,DSL,Two year,85.13,5788.84,No
CUST0404,Female,0,No,No,51,Yes,Fiber optic,Month-to-month,40.25,2052.75,No
CUST0405,Female,0,Yes,No,24,Yes,Fiber optic,Month-to-month,109.01,2616.24,Yes
CUST0406,Female,1,No,No,14,No,DSL,Two year,105.9,1482.6,No
CUST0407,Female,1,Yes,No,69,Yes,No,One year,27.67,1909.23,No
CUST0408,Female,0,No,No,18,Yes,No,Month-to-month,30.64,551.52,No
CUST0409,Female,1,Yes,Yes,42,No,DSL,Month-to-month,69.52,2919.84,No
CUST0410,Male,0,Yes,No,57,No,Fiber optic,One year,80.92,4612.44,No
CUST0411,Female,0,No,Yes,12,Yes,Fiber optic,Month-to-month,47.49,569.88,No
CUST0412,Female,0,Yes,Yes,17,Yes,Fiber optic,One year,91.68,1558.56,No
CUST0413,Male,0,No,Yes,30,Yes,No,One year,79.49,2384.7,No
CUST0414,Male,0,Yes,No,23,Yes,Fiber optic,One year,52.48,1207.04,No
CUST0415,Male,1,No,Yes,1,No,No,One year,22.54,22.54,No
CUST0416,Male,0,Yes,No,32,Yes,Fiber optic,One year,95.02,3040.64,No
CUST0417,Female,0,Yes,No,9,Yes,DSL,Two year,41.48,373.32,No
CUST0418,Female,0,No,Yes,15,No,DSL,One year,103.45,1551.75,No
CUST0419,Female,1,Yes,No,28,Yes,No,Two year,62.03,1736.84,No
CUST0420,Female,0,Yes,Yes,24,Yes,No,One year,77.71,1865.04,No
CUST0421,Female,0,Yes,Yes,60,No,DSL,Month-to-month,107.29,6437.4,No
CUST0422,Female,0,Yes,No,35,No,DSL,Two year,106.36,3722.6,No
CUST0423,Male,0,Yes,Yes,27,Yes,Fiber optic,Month-to-month,57.15,1543.05,No
CUST0424,Female,1,Yes,Yes,20,No,DSL,One year,40.89,817.8,No
CUST0425,Male,1,No,Yes,65,No,No,One year,97.51,6338.15,No
CUST0426,Male,0,No,No,49,Yes,DSL,Month-to-month,63.31,3102.19,No
CUST0427,Female,1,No,Yes,1,No,No,One year,39.2,39.2,No
CUST0428,Male,0,Yes,No,10,Yes,No,Month-to-month,110.44,1104.4,Yes
CUST0429,Female,1,No,No,47,Yes,Fiber optic,One year,39.81,1871.07,No
CUST0430,Male,0,Yes,Yes,59,Yes,Fiber optic,One year,22.58,1332.22,No
CUST0431,Female,0,Yes,Yes,62,Yes,Fiber optic,Two year,22.03,1365.86,No
CUST0432,Male,0,Yes,No,18,No,Fiber optic,Month-to-month,82.23,1480.14,Yes
CUST0433,Female,0,Yes,No,46,Yes,DSL,One year,86.17,3963.82,No
CUST0434,Female,0,No,Yes,32,Yes,Fiber optic,Month-to-month,51.1,1635.2,Yes
CUST0435,Female,0,Yes,Yes,27,Yes,DSL,Two year,52.0,1404.0,No
CUST0436,Female,0,No,No,18,Yes,Fiber optic,Month-to-month,53.95,971.1,Yes
CUST0437,Female,0,Yes,No,39,No,Fiber optic,Two year,88.02,3432.78,No
CUST0438,Male,0,No,No,49,No,No,Month-to-month,25.81,1264.69,No
CUST0439,Male,0,No,No,44,No,DSL,Month-to-month,112.91,4968.04,Yes
CUST0440,Male,1,No,No,54,Yes,No,Two year,42.25,2281.5,No
CUST0441,Female,0,No,Yes,34,No,Fiber optic,One year,119.97,4078.98,No
CUST0442,Male,0,No,No,71,No,DSL,One year,37.15,2637.65,No
CUST0443,Female,0,No,No,36,Yes,Fiber optic,One year,97.15,3497.4,No
CUST0444,Female,1,Yes,Yes,18,No,No,Month-to-month,42.34,762.12,No
CUST0445,Male,0,No,Yes,38,Yes,DSL,Month-to-month,28.08,1067.04,Yes
CUST0446,Male,0,Yes,No,59,No,No,One year,107.49,6341.91,No
CUST0447,Female,1,No,No,9,No,Fiber optic,Month-to-month,105.88,952.92,No
CUST0448,Male,1,Yes,Yes,51,No,Fiber optic,Month-to-month,60.36,3078.36,No
CUST0449,Female,0,No,No,35,No,Fiber optic,One year,90.24,3158.4,No
CUST0450,Female,0,No,No,5,Yes,DSL,Two year,75.71,378.55,No
CUST0451,Female,0,Yes,Yes,14,Yes,No,Month-to-month,105.3,1474.2,No
CUST0452,Female,1,No,No,30,No,No,Month-to-month,51.51,1545.3,Yes
CUST0453,Female,0,No,Yes,4,Yes,Fiber optic,Month-to-month,72.37,289.48,Yes
CUST0454,Male,0,No,Yes,39,No,No,Month-to-month,68.54,2673.06,No
CUST0455,Male,1,Yes,Yes,64,No,DSL,Two year,55.39,3544.96,No
CUST0456,Female,0,No,Yes,25,No,Fiber optic,One year,109.15,2728.75,No
CUST0457,Female,0,Yes,No,28,No,Fiber optic,Month-to-month,36.59,1024.52,Yes
CUST0458,Male,0,No,Yes,66,No,Fiber optic,One year,34.95,2306.7,No
CUST0459,Male,0,No,No,22,No,DSL,Month-to-month,77.69,1709.18,No
CUST0460,Female,0,Yes,No,31,Yes,Fiber optic,Two year,85.75,2658.25,No
CUST0461,Male,0,No,No,23,Yes,Fiber optic,One year,39.46,907.58,No
CUST0462,Female,0,No,No,48,No,Fiber optic,Two year,59.07,2835.36,No
CUST0463,Male,0,Yes,No,20,Yes,Fiber optic,Month-to-month,114.66,2293.2,No
CUST0464,Female,1,No,Yes,38,No,No,Two year,44.66,1697.08,No
CUST0465,Male,0,Yes,Yes,55,Yes,Fiber optic,Two year,86.84,4776.2,No
CUST0466,Female,1,Yes,Yes,68,Yes,DSL,Month-to-month,94.01,6392.68,No
CUST0467,Male,0,Yes,Yes,1,Yes,Fiber optic,Month-to-month,64.81,64.81,No
CUST0468,Male,1,No,No,7,No,Fiber optic,One year,113.75,796.25,Yes
CUST0469,Female,0,Yes,Yes,57,Yes,No,Month-to-month,93.67,5339.19,Yes
CUST0470,Male,0,Yes,No,12,No,Fiber optic,One year,65.79,789.48,No
CUST0471,Female,0,No,No,5,No,No,Two year,76.93,384.65,No
CUST0472,Male,1,Yes,Yes,50,No,DSL,Two year,89.26,4463.0,No
CUST0473,Female,0,No,Yes,42,Yes,No,One year,79.22,3327.24,No
CUST0474,Male,0,No,Yes,12,Yes,Fiber optic,Month-to-month,107.87,1294.44,Yes
CUST0475,Female,0,No,Yes,18,Yes,DSL,Month-to-month,55.69,1002.42,No
CUST0476,Male,1,No,No,66,No,Fiber optic,Two year,49.99,3299.34,No
CUST0477,Female,0,Yes,No,17,No,No,One year,41.38,703.46,No
CUST0478,Male,0,Yes,Yes,68,Yes,DSL,Two year,23.78,1617.04,No
CUST0479,Female,0,Yes,No,71,No,DSL,Two year,24.3,1725.3,No
CUST0480,Female,1,Yes,No,62,Yes,No,Month-to-month,107.01,6634.62,No
CUST0481,Female,0,Yes,No,41,Yes,No,One year,87.84,3601.44,No
CUST0482,Male,0,No,Yes,34,Yes,DSL,Two year,86.05,2925.7,No
CUST0483,Female,0,Yes,No,70,Yes,DSL,Month-to-month,81.46,5702.2,No
CUST0484,Male,0,Yes,Yes,45,No,No,Two year,104.92,4721.4,No
CUST0485,Female,0,Yes,Yes,58,Yes,Fiber optic,Two year,68.03,3945.74,No
CUST0486,Male,0,No,No,51,Yes,DSL,Month-to-month,107.04,5459.04,No
CUST0487,Female,0,No,No,34,Yes,No,Month-to-month,55.94,1901.96,No
CUST0488,Male,0,Yes,Yes,44,Yes,Fiber optic,One year,112.67,4957.48,No
CUST0489,Male,0,No,No,15,Yes,DSL,Two year,89.87,1348.05,No
CUST0490,Female,0,Yes,No,70,Yes,DSL,One year,45.72,3200.4,No
CUST0491,Male,0,Yes,Yes,50,Yes,No,Month-to-month,76.41,3820.5,Yes
CUST0492,Male,0,No,Yes,32,No,Fiber optic,Month-to-month,73.3,2345.6,No
CUST0493,Female,0,No,Yes,67,No,DSL,Two year,33.79,2263.93,No
CUST0494,Male,0,Yes,Yes,3,No,Fiber optic,One year,79.12,237.36,No
CUST0495,Male,0,Yes,No,51,No,Fiber optic,One year,51.48,2625.48,No
CUST0496,Male,0,No,No,67,Yes,DSL,Two year,25.23,1690.41,No
CUST0497,Female,0,Yes,Yes,48,No,Fiber optic,Two year,114.87,5513.76,No
CUST0498,Male,0,No,Yes,17,No,DSL,One year,84.15,1430.55,No
CUST0499,Female,1,Yes,Yes,7,No,Fiber optic,Month-to-month,107.69,753.83,No
CUST0500,Male,0,No,No,13,Yes,DSL,Month-to-month,87.61,1138.93,Yes
CUST0501,Male,0,Yes,Yes,66,No,No,Two year,55.7,3676.2,No
CUST0502,Male,0,Yes,No,4,No,DSL,One year,71.27,285.08,No
CUST0503,Female,0,No,Yes,10,Yes,DSL,One year,87.57,875.7,No
CUST0504,Male,0,Yes,Yes,17,No,DSL,One year,116.03,1972.51,No
CUST0505,Male,0,Yes,Yes,52,Yes,Fiber optic,Month-to-month,45.37,2359.24,Yes
CUST0506,Female,0,No,No,6,No,No,Month-to-month,107.5,645.0,No
CUST0507,Male,0,Yes,No,69,Yes,Fiber optic,One year,112.41,7756.29,No
CUST0508,Female,0,Yes,No,9,No,Fiber optic,One year,87.04,783.36,No
CUST0509,Female,0,Yes,Yes,21,No,DSL,Two year,113.13,2375.73,No
CUST0510,Male,1,No,No,24,No,Fiber optic,Two year,59.79,1434.96,No
CUST0511,Female,0,No,No,4,Yes,DSL,One year,115.3,461.2,No
CUST0512,Male,1,No,Yes,24,No,No,One year,90.28,2166.72,No
CUST0513,Female,0,Yes,Yes,59,Yes,Fiber optic,Month-to-month,24.2,1427.8,No
CUST0514,Female,0,Yes,No,3,Yes,Fiber optic,One year,110.69,332.07,No
CUST0515,Male,0,Yes,No,68,Yes,Fiber optic,Two year,68.45,4654.6,No
CUST0516,Female,0,Yes,No,40,Yes,DSL,Month-to-month,66.03,2641.2,No
CUST0517,Female,1,No,No,48,No,DSL,Two year,76.65,3679.2,No
CUST0518,Female,0,Yes,Yes,54,No,Fiber optic,Two year,34.94,1886.76,No
CUST0519,Female,1,Yes,Yes,35,No,Fiber optic,Month-to-month,66.92,2342.2,Yes
CUST0520,Female,0,Yes,Yes,56,Yes,No,Two year,103.11,5774.16,No
CUST0521,Male,1,No,No,40,No,No,One year,21.55,862.0,No
CUST0522,Female,0,Yes,No,68,Yes,No,Two year,47.29,3215.72,No
CUST0523,Male,0,Yes,Yes,46,Yes,No,Month-to-month,20.25,931.5,No
CUST0524,Female,0,Yes,Yes,13,Yes,No,Month-to-month,61.57,800.41,No
CUST0525,Male,0,Yes,No,27,No,DSL,Month-to-month,92.83,2506.41,Yes
CUST0526,Male,0,Yes,No,6,No,No,Two year,99.88,599.28,Yes
CUST0527,Female,0,No,Yes,17,Yes,No,One year,114.52,1946.84,No
CUST0528,Female,1,Yes,Yes,36,No,Fiber optic,Month-to-month,80.85,2910.6,No
CUST0529,Female,0,Yes,Yes,2,No,DSL,One year,45.46,90.92,No
CUST0530,Male,0,Yes,No,52,Yes,No,Month-to-month,112.41,5845.32,No
CUST0531,Female,0,Yes,No,66,Yes,No,One year,97.53,6436.98,No
CUST0532,Male,0,Yes,No,52,No,No,One year,77.44,4026.88,No
CUST0533,Male,0,Yes,No,43,Yes,Fiber optic,One year,89.56,3851.08,No
CUST0534,Male,0,Yes,No,22,Yes,Fiber optic,Month-to-month,112.43,2473.46,No
CUST0535,Female,0,Yes,No,55,No,Fiber optic,Two year,91.24,5018.2,No
CUST0536,Female,0,Yes,Yes,67,No,No,Two year,56.84,3808.28,No
CUST0537,Male,0,Yes,Yes,60,Yes,Fiber optic,Two year,91.3,5478.0,No
CUST0538,Male,0,No,No,58,No,No,One year,24.03,1393.74,No
CUST0539,Female,0,No,Yes,12,Yes,DSL,Month-to-month,58.64,703.68,No
CUST0540,Male,0,No,No,69,Yes,No,One year,60.63,4183.47,No
CUST0541,Female,0,No,Yes,39,No,Fiber optic,Month-to-month,36.68,1430.52,No
CUST0542,Male,0,Yes,No,13,Yes,DSL,One year,22.31,290.03,No
CUST0543,Female,0,No,Yes,41,Yes,No,Month-to-month,33.34,1366.94,No
CUST0544,Male,1,No,Yes,57,Yes,DSL,Month-to-month,85.46,4871.22,No
CUST0545,Female,0,Yes,No,53,No,DSL,Month-to-month,100.23,5312.19,No
CUST0546,Male,1,No,No,12,No,DSL,One year,118.82,1425.84,No
CUST0547,Female,0,No,Yes,13,No,No,Two year,54.64,710.32,No
CUST0548,Female,0,Yes,Yes,57,Yes,Fiber optic,One year,79.94,4556.58,No
CUST0549,Male,0,Yes,No,40,Yes,No,One year,113.71,4548.4,No
CUST0550,Male,1,Yes,Yes,45,No,Fiber optic,Month-to-month,36.7,1651.5,No
CUST0551,Female,0,No,No,35,No,No,Month-to-month,91.76,3211.6,Yes
CUST0552,Male,1,No,No,3,No,No,Two year,95.5,286.5,No
CUST0553,Female,1,Yes,Yes,5,Yes,No,Two year,28.9,144.5,Yes
CUST0554,Male,0,Yes,No,11,No,Fiber optic,Month-to-month,106.12,1167.32,Yes
CUST0555,Female,0,No,Yes,71,Yes,No,Two year,101.31,7193.01,No
CUST0556,Female,0,Yes,Yes,56,No,DSL,Two year,23.34,1307.04,No
CUST0557,Female,0,No,No,10,Yes,No,Month-to-month,29.11,291.1,No
CUST0558,Female,1,Yes,Yes,34,Yes,DSL,One year,24.91,846.94,No
CUST0559,Female,1,Yes,No,67,No,Fiber optic,Two year,53.47,3582.49,No
CUST0560,Female,0,No,No,31,Yes,Fiber optic,Month-to-month,70.93,2198.83,No
CUST0561,Male,0,Yes,No,71,No,No,Two year,73.23,5199.33,No
CUST0562,Male,0,Yes,Yes,66,Yes,No,Two year,46.77,3086.82,No
CUST0563,Male,0,Yes,No,70,Yes,No,Month-to-month,111.16,7781.2,No
CUST0564,Female,1,No,Yes,41,No,DSL,Two year,56.83,2330.03,No
CUST0565,Female,0,Yes,No,63,Yes,Fiber optic,Two year,24.56,1547.28,No
CUST0566,Female,0,Yes,No,32,No,DSL,Two year,50.02,1600.64,No
CUST0567,Female,0,Yes,No,20,No,DSL,One year,73.11,1462.2,No
CUST0568,Male,0,Yes,Yes,57,No,No,One year,60.82,3466.74,No
CUST0569,Male,0,Yes,Yes,50,Yes,No,Two year,47.38,2369.0,No
CUST0570,Female,0,Yes,No,25,Yes,DSL,Month-to-month,33.13,828.25,No
CUST0571,Male,0,No,No,12,Yes,DSL,Two year,101.92,1223.04,No
CUST0572,Male,0,No,Yes,71,No,No,Two year,119.61,8492.31,No
CUST0573,Female,1,Yes,Yes,39,No,No,One year,52.95,2065.05,No
CUST0574,Male,0,No,Yes,17,Yes,DSL,One year,58.16,988.72,No
CUST0575,Female,0,No,No,45,Yes,No,One year,81.8,3681.0,No
CUST0576,Male,0,Yes,Yes,11,No,No,Two year,91.84,1010.24,Yes
CUST0577,Female,0,No,No,70,Yes,DSL,Two year,59.2,4144.0,No
CUST0578,Female,0,No,Yes,23,No,DSL,Month-to-month,110.49,2541.27,No
CUST0579,Female,0,No,No,70,Yes,Fiber optic,Two year,76.0,5320.0,No
CUST0580,Female,0,No,No,38,No,DSL,Two year,65.04,2471.52,No
CUST0581,Male,0,No,No,2,Yes,No,One year,84.67,169.34,No
CUST0582,Female,0,No,Yes,37,Yes,DSL,One year,115.28,4265.36,No
CUST0583,Female,0,No,Yes,49,No,DSL,One year,99.46,4873.54,No
CUST0584,Female,1,No,Yes,52,No,DSL,One year,24.0,1248.0,No
CUST0585,Male,0,Yes,No,33,No,Fiber optic,One year,53.23,1756.59,No
CUST0586,Female,0,Yes,No,22,Yes,Fiber optic,Month-to-month,67.05,1475.1,No
CUST0587,Male,0,No,Yes,5,No,No,Month-to-month,51.45,257.25,No
CUST0588,Female,0,No,No,18,No,Fiber optic,Month-to-month,90.02,1620.36,Yes
CUST0589,Male,0,Yes,No,38,Yes,DSL,One year,102.63,3899.94,No
CUST0590,Male,0,No,No,37,No,Fiber optic,One year,93.13,3445.81,No
CUST0591,Female,1,No,Yes,64,No,DSL,One year,118.93,7611.52,No
CUST0592,Male,0,Yes,No,10,No,Fiber optic,Month-to-month,47.25,472.5,Yes
CUST0593,Female,0,Yes,Yes,42,Yes,Fiber optic,One year,107.5,4515.0,No
CUST0594,Female,0,Yes,Yes,48,Yes,Fiber optic,Month-to-month,96.66,4639.68,Yes
CUST0595,Female,0,No,Yes,44,Yes,DSL,One year,56.22,2473.68,No
CUST0596,Male,0,No,Yes,16,No,Fiber optic,Two year,93.41,1494.56,No
CUST0597,Male,0,Yes,Yes,54,Yes,DSL,Month-to-month,30.41,1642.14,No
CUST0598,Female,0,Yes,No,35,No,DSL,Two year,98.93,3462.55,No
CUST0599,Female,1,No,Yes,28,No,No,Month-to-month,73.23,2050.44,No
CUST0600,Male,0,Yes,Yes,2,No,Fiber optic,One year,49.23,98.46,No
CUST0601,Female,0,No,Yes,13,Yes,No,One year,85.58,1112.54,No
CUST0602,Female,0,No,No,41,Yes,No,Two year,84.16,3450.56,No
CUST0603,Female,0,Yes,No,59,No,DSL,One year,40.95,2416.05,No
CUST0604,Male,0,Yes,No,69,No,Fiber optic,Month-to-month,23.04,1589.76,Yes
CUST0605,Male,0,No,No,53,Yes,DSL,One year,63.36,3358.08,No
CUST0606,Male,0,Yes,Yes,45,Yes,DSL,One year,76.95,3462.75,No
CUST0607,Female,1,Yes,Yes,20,Yes,Fiber optic,Month-to-month,107.66,2153.2,No
CUST0608,Female,0,Yes,No,24,No,DSL,Two year,112.82,2707.68,No
CUST0609,Female,0,Yes,No,61,Yes,Fiber optic,Two year,72.88,4445.68,No
CUST0610,Male,1,No,No,58,Yes,Fiber optic,One year,95.38,5532.04,No
CUST0611,Female,0,No,No,27,Yes,DSL,Month-to-month,63.93,1726.11,Yes
CUST0612,Female,0,No,Yes,26,No,DSL,Two year,94.61,2459.86,No
CUST0613,Female,0,No,No,7,Yes,No,Two year,40.48,283.36,Yes
CUST0614,Female,0,Yes,No,42,No,DSL,One year,57.11,2398.62,No
CUST0615,Male,0,Yes,No,47,No,Fiber optic,Month-to-month,83.42,3920.74,No
CUST0616,Male,1,No,No,53,No,No,Two year,21.82,1156.46,No
CUST0617,Female,0,No,No,59,Yes,Fiber optic,One year,92.25,5442.75,No
CUST0618,Male,0,Yes,No,38,Yes,No,One year,103.55,3934.9,No
CUST0619,Male,0,No,No,69,Yes,DSL,One year,59.91,4133.79,No
CUST0620,Female,0,No,Yes,53,No,DSL,One year,64.79,3433.87,No
CUST0621,Female,0,Yes,Yes,15,Yes,DSL,Two year,105.13,1576.95,No
CUST0622,Male,0,No,Yes,26,No,Fiber optic,Month-to-month,97.57,2536.82,No
CUST0623,Female,1,Yes,Yes,48,Yes,No,One year,48.81,2342.88,No
CUST0624,Male,0,Yes,Yes,19,Yes,Fiber optic,One year,52.4,995.6,No
CUST0625,Female,0,No,Yes,9,Yes,No,Two year,87.89,791.01,No
CUST0626,Male,0,Yes,No,64,Yes,DSL,One year,76.32,4884.48,No
CUST0627,Female,0,No,No,54,No,Fiber optic,One year,36.22,1955.88,No
CUST0628,Male,0,Yes,Yes,51,No,DSL,Month-to-month,50.99,2600.49,No
CUST0629,Male,0,No,No,39,No,Fiber optic,One year,110.0,4290.0,No
CUST0630,Male,0,No,Yes,4,No,DSL,Two year,88.82,355.28,No
CUST0631,Female,0,No,No,3,Yes,Fiber optic,Month-to-month,118.6,355.8,Yes
CUST0632,Male,0,Yes,No,64,No,Fiber optic,Two year,96.7,6188.8,No
CUST0633,Male,0,Yes,No,29,No,No,Month-to-month,114.2,3311.8,Yes
CUST0634,Female,1,No,No,11,No,DSL,Month-to-month,41.62,457.82,Yes
CUST0635,Female,0,Yes,No,58,Yes,No,One year,97.15,5634.7,No
CUST0636,Male,0,No,No,27,No,No,One year,22.02,594.54,No
CUST0637,Male,0,No,Yes,21,No,DSL,One year,87.08,1828.68,No
CUST0638,Female,1,Yes,Yes,39,Yes,Fiber optic,Two year,66.93,2610.27,No
CUST0639,Female,1,No,No,46,Yes,No,One year,54.68,2515.28,No
CUST0640,Female,0,Yes,Yes,66,No,DSL,One year,106.24,7011.84,No
CUST0641,Female,1,No,No,36,No,Fiber optic,Month-to-month,105.43,3795.48,No
CUST0642,Female,0,Yes,Yes,65,Yes,No,One year,22.23,1444.95,No
CUST0643,Male,0,No,No,63,No,No,One year,80.95,5099.85,No
CUST0644,Female,0,No,Yes,35,Yes,No,One year,56.78,1987.3,No
CUST0645,Male,0,Yes,No,31,No,Fiber optic,One year,61.57,1908.67,No
CUST0646,Male,0,No,Yes,28,No,No,Month-to-month,103.2,2889.6,Yes
CUST0647,Male,1,No,No,1,No,Fiber optic,One year,50.98,50.98,Yes
CUST0648,Female,0,Yes,Yes,25,No,No,Month-to-month,114.3,2857.5,Yes
CUST0649,Male,0,No,No,43,No,DSL,Two year,37.96,1632.28,No
CUST0650,Male,0,Yes,No,67,Yes,No,One year,86.27,5780.09,No
CUST0651,Female,0,No,No,63,Yes,DSL,One year,87.21,5494.23,No
CUST0652,Male,0,Yes,Yes,51,No,DSL,One year,45.22,2306.22,No
CUST0653,Male,0,No,Yes,2,No,DSL,Month-to-month,52.48,104.96,Yes
CUST0654,Female,0,No,Yes,64,No,Fiber optic,One year,103.48,6622.72,No
CUST0655,Male,1,No,No,69,Yes,DSL,One year,96.18,6636.42,No
CUST0656,Male,0,Yes,Yes,9,Yes,No,Two year,52.91,476.19,No
CUST0657,Male,0,Yes,No,2,Yes,Fiber optic,Month-to-month,73.4,146.8,Yes
CUST0658,Female,0,Yes,Yes,34,Yes,DSL,Month-to-month,26.17,889.78,No
CUST0659,Female,0,Yes,Yes,60,Yes,Fiber optic,Two year,40.87,2452.2,No
CUST0660,Female,0,No,Yes,61,Yes,Fiber optic,Month-to-month,68.58,4183.38,No
