Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP000304,Female,Yes,1,Not Graduate,Yes,10379,33946,108.0,360,0.0,Rural,N
LP000305,Male,Yes,1,Not Graduate,No,77594,17013,402.0,12,0.0,Urban,N
LP000306,Male,No,0,Graduate,Yes,43562,39287,61.0,84,0.0,Semiurban,N
LP000307,Female,Yes,2,Not Graduate,Yes,44604,6014,436.0,120,0.0,Rural,N
LP000308,Male,Yes,2,Graduate,Yes,68700,32848,686.0,180,1.0,Semiurban,Y
LP000309,Male,No,1,Graduate,Yes,37092,33677,157.0,300,0.0,Semiurban,N
LP000310,Female,Yes,2,Graduate,Yes,58220,35838,683.0,36,0.0,Rural,N
LP000311,Male,Yes,2,Graduate,Yes,68790,27546,459.0,180,0.0,Rural,N
LP000312,Male,No,1,Not Graduate,Yes,19471,38197,603.0,240,1.0,Semiurban,Y
LP000313,Female,No,2,Not Graduate,Yes,14167,20462,542.0,180,1.0,Rural,Y
LP000314,Male,Yes,1,Graduate,Yes,42823,18363,540.0,84,0.0,Urban,N
LP000315,Female,Yes,3+,Not Graduate,Yes,77749,4775,374.0,180,1.0,Rural,Y
LP000316,Female,Yes,0,Not Graduate,No,50737,23212,332.0,84,0.0,Semiurban,N
LP000317,Male,No,2,Not Graduate,No,4715,729,528.0,360,0.0,Semiurban,N
LP000318,Male,No,0,Not Graduate,Yes,78911,27875,674.0,12,0.0,Semiurban,Y
LP000319,Female,Yes,0,Graduate,No,24471,30910,571.0,360,1.0,Semiurban,Y
LP000320,Female,No,1,Not Graduate,No,59691,7905,254.0,84,1.0,Semiurban,Y
LP000321,Female,No,2,Graduate,Yes,51502,9205,457.0,60,1.0,Semiurban,Y
LP000322,Female,Yes,2,Graduate,No,30773,6332,162.0,120,0.0,Urban,N
LP000323,Male,No,3+,Not Graduate,Yes,27777,36032,254.0,60,1.0,Semiurban,Y
LP000324,Female,No,2,Not Graduate,No,50972,29519,51.0,12,0.0,Semiurban,N
LP000325,Male,No,2,Not Graduate,No,45779,19427,401.0,300,1.0,Urban,Y
LP000326,Male,No,1,Graduate,No,41334,2190,171.0,360,0.0,Semiurban,N
LP000327,Male,Yes,0,Graduate,Yes,996,5946,474.0,180,0.0,Semiurban,N
LP000328,Male,No,3+,Not Graduate,No,32542,10761,520.0,36,1.0,Urban,Y
LP000329,Male,Yes,2,Not Graduate,Yes,64951,19888,155.0,180,0.0,Rural,N
LP000330,Male,Yes,2,Graduate,No,80268,29725,164.0,180,1.0,Rural,N
LP000331,Male,Yes,3+,Graduate,No,54737,24498,523.0,180,0.0,Semiurban,Y
LP000332,Male,Yes,1,Not Graduate,Yes,53689,7964,154.0,480,0.0,Rural,N
LP000333,Female,No,2,Not Graduate,No,24181,1964,520.0,360,1.0,Rural,Y
LP000334,Male,Yes,2,Not Graduate,Yes,7061,32678,277.0,84,0.0,Urban,N
LP000335,Male,Yes,3+,Graduate,Yes,42693,27848,419.0,36,0.0,Rural,Y
LP000336,Male,No,0,Graduate,Yes,50518,1344,252.0,300,0.0,Semiurban,N
LP000337,Female,No,2,Not Graduate,Yes,23775,32465,304.0,180,0.0,Urban,N
LP000338,Male,No,2,Graduate,No,78598,35505,322.0,480,1.0,Rural,Y
LP000339,Male,Yes,0,Graduate,Yes,75164,26991,577.0,12,1.0,Semiurban,Y
LP000340,Male,Yes,2,Graduate,Yes,60651,19029,288.0,180,1.0,Urban,Y
LP000341,Male,No,0,Not Graduate,Yes,32975,22405,485.0,36,0.0,Semiurban,Y
LP000342,Female,No,1,Not Graduate,No,75562,31578,127.0,84,1.0,Rural,Y
LP000343,Female,Yes,0,Not Graduate,No,60982,27973,542.0,36,1.0,Semiurban,Y
LP000344,Male,No,0,Graduate,Yes,1454,21302,571.0,84,0.0,Rural,N
LP000345,Male,No,2,Graduate,No,50932,26539,482.0,240,0.0,Rural,Y
LP000346,Female,Yes,2,Not Graduate,No,53382,37173,220.0,300,1.0,Rural,Y
LP000347,Female,No,3+,Not Graduate,Yes,6153,37566,596.0,60,1.0,Rural,Y
LP000348,Female,No,2,Graduate,Yes,16946,27950,474.0,12,0.0,Rural,N
LP000349,Female,No,2,Not Graduate,No,50920,37560,174.0,480,0.0,Urban,N
LP000350,Female,No,0,Graduate,No,70822,3713,488.0,12,0.0,Rural,N
LP000351,Female,No,1,Not Graduate,No,2927,28324,391.0,480,0.0,Urban,N
LP000352,Male,No,2,Not Graduate,No,66425,11988,69.0,240,1.0,Semiurban,Y
LP000353,Male,Yes,0,Not Graduate,Yes,54201,27276,287.0,12,1.0,Semiurban,Y
LP000354,Female,Yes,3+,Graduate,No,26974,4416,596.0,60,0.0,Urban,Y
LP000355,Female,No,3+,Not Graduate,No,40503,11740,217.0,120,0.0,Urban,N
LP000356,Female,Yes,1,Not Graduate,No,46671,16687,45.0,120,1.0,Semiurban,Y
LP000357,Male,No,1,Not Graduate,Yes,28808,29598,613.0,84,1.0,Urban,N
LP000358,Female,Yes,1,Graduate,No,71307,31799,142.0,300,1.0,Urban,Y
LP000359,Male,No,0,Graduate,Yes,31975,22719,420.0,60,1.0,Rural,Y
LP000360,Male,Yes,2,Not Graduate,Yes,24341,6165,656.0,300,0.0,Semiurban,N
LP000361,Female,No,0,Not Graduate,Yes,12517,13595,156.0,180,1.0,Urban,Y
LP000362,Female,No,3+,Not Graduate,No,1653,8294,405.0,84,0.0,Urban,Y
LP000363,Male,No,3+,Not Graduate,No,52529,15345,260.0,480,0.0,Urban,N
LP000364,Male,Yes,2,Not Graduate,Yes,977,35218,511.0,60,1.0,Rural,N
LP000365,Male,Yes,1,Graduate,No,19765,9147,515.0,480,0.0,Semiurban,N
LP000366,Female,Yes,3+,Graduate,Yes,80775,28236,599.0,480,0.0,Semiurban,N
LP000367,Female,No,1,Graduate,Yes,52175,21298,252.0,36,0.0,Urban,N
LP000368,Female,Yes,0,Not Graduate,No,9959,25315,375.0,180,0.0,Urban,N
LP000369,Male,Yes,1,Graduate,Yes,79041,38477,458.0,12,1.0,Rural,Y
LP000370,Female,No,0,Not Graduate,Yes,14097,36317,128.0,480,1.0,Urban,Y
LP000371,Female,No,2,Graduate,No,5782,33330,317.0,300,1.0,Urban,Y
LP000372,Female,Yes,1,Not Graduate,Yes,9036,21394,642.0,120,0.0,Rural,N
LP000373,Male,No,2,Graduate,No,20550,34467,220.0,240,0.0,Urban,N
LP000374,Female,Yes,1,Not Graduate,No,29942,22778,292.0,240,1.0,Semiurban,Y
LP000375,Female,No,3+,Graduate,Yes,63564,30581,262.0,480,0.0,Semiurban,N
LP000376,Female,No,2,Graduate,Yes,22158,15010,538.0,180,1.0,Semiurban,Y
LP000377,Female,Yes,1,Not Graduate,No,5673,17726,271.0,120,1.0,Rural,Y
LP000378,Female,No,2,Not Graduate,Yes,9588,6228,285.0,36,0.0,Rural,N
LP000379,Male,No,1,Not Graduate,No,19141,31234,49.0,60,1.0,Semiurban,Y
LP000380,Male,No,0,Not Graduate,Yes,48309,18666,431.0,60,0.0,Semiurban,N
LP000381,Male,No,2,Not Graduate,No,32909,32156,517.0,120,1.0,Rural,Y
LP000382,Male,No,3+,Graduate,Yes,62078,374,372.0,36,0.0,Urban,N
LP000383,Male,No,2,Graduate,No,65973,35090,551.0,12,0.0,Urban,N
LP000384,Female,No,0,Graduate,Yes,15946,9586,469.0,84,1.0,Rural,Y
LP000385,Male,No,0,Not Graduate,Yes,70218,29584,461.0,480,1.0,Semiurban,Y
LP000386,Male,No,3+,Graduate,No,43287,28449,323.0,60,0.0,Rural,N
LP000387,Female,No,0,Graduate,No,33358,26131,638.0,60,0.0,Semiurban,N
LP000388,Male,No,3+,Graduate,Yes,22146,25499,368.0,480,0.0,Rural,N
LP000389,Male,No,1,Graduate,Yes,5035,9032,242.0,180,0.0,Rural,N
LP000390,Male,Yes,0,Not Graduate,Yes,7014,30089,51.0,360,1.0,Rural,N
LP000391,Male,No,1,Not Graduate,Yes,56309,14996,236.0,480,1.0,Rural,N
LP000392,Female,No,1,Graduate,No,14715,37491,654.0,480,0.0,Rural,Y
LP000393,Female,No,0,Graduate,Yes,65871,18435,341.0,36,0.0,Rural,N
LP000394,Male,Yes,3+,Graduate,Yes,16498,14869,677.0,120,0.0,Semiurban,N
LP000395,Male,Yes,3+,Graduate,No,36461,14013,500.0,36,1.0,Semiurban,N
LP000396,Female,Yes,3+,Graduate,Yes,37804,1547,214.0,180,1.0,Urban,Y
LP000397,Male,Yes,0,Graduate,No,27304,35221,97.0,12,0.0,Rural,Y
LP000398,Female,No,1,Not Graduate,Yes,20698,2364,107.0,12,0.0,Urban,N
LP000399,Female,No,2,Graduate,No,31162,14874,45.0,360,0.0,Urban,N
LP000400,Male,No,2,Graduate,No,63340,7821,382.0,480,1.0,Rural,Y
LP000401,Male,Yes,0,Graduate,Yes,66320,4614,399.0,120,1.0,Rural,Y
LP000402,Male,No,2,Graduate,No,7727,38798,442.0,360,0.0,Urban,N
LP000403,Male,Yes,1,Graduate,Yes,17837,17307,494.0,300,0.0,Urban,N
LP000404,Male,Yes,2,Graduate,No,59375,26121,400.0,360,0.0,Rural,N
LP000405,Male,Yes,3+,Graduate,No,19231,37554,364.0,360,1.0,Rural,Y
LP000406,Male,No,1,Graduate,No,30770,32258,63.0,300,0.0,Rural,N
LP000407,Male,No,0,Graduate,Yes,66638,29643,625.0,60,0.0,Semiurban,N
LP000408,Male,No,0,Graduate,Yes,35723,6758,594.0,240,1.0,Urban,Y
LP000409,Male,No,3+,Not Graduate,No,47281,23851,322.0,84,0.0,Urban,Y
LP000410,Female,Yes,2,Graduate,Yes,25705,12005,112.0,300,1.0,Urban,Y
LP000411,Male,No,0,Graduate,No,4280,35026,24.0,240,0.0,Semiurban,N
LP000412,Male,No,0,Not Graduate,No,65265,28440,417.0,360,1.0,Urban,N
LP000413,Female,No,1,Graduate,Yes,24476,4542,37.0,300,1.0,Rural,N
LP000414,Female,Yes,1,Graduate,No,52843,32837,364.0,60,1.0,Semiurban,Y
LP000415,Male,Yes,1,Graduate,Yes,43683,9516,387.0,120,0.0,Urban,Y
LP000416,Female,No,1,Graduate,No,3536,38681,572.0,60,0.0,Semiurban,N
LP000417,Male,No,0,Not Graduate,Yes,43987,31181,519.0,360,1.0,Semiurban,Y
LP000418,Female,Yes,1,Graduate,No,42847,367,355.0,12,0.0,Rural,N
LP000419,Female,Yes,3+,Graduate,No,27149,38076,626.0,240,1.0,Semiurban,Y
LP000420,Female,No,3+,Graduate,No,16299,22913,511.0,360,1.0,Rural,Y
LP000421,Male,Yes,1,Graduate,No,60197,37844,33.0,60,1.0,Rural,N
LP000422,Female,Yes,1,Graduate,No,78980,26349,100.0,240,0.0,Urban,N
LP000423,Female,Yes,2,Not Graduate,Yes,10877,23309,337.0,240,1.0,Rural,Y
LP000424,Female,Yes,1,Not Graduate,Yes,71776,3201,546.0,36,0.0,Urban,N
LP000425,Female,Yes,0,Graduate,No,71181,18304,610.0,120,0.0,Urban,N
LP000426,Female,Yes,3+,Not Graduate,No,51702,25263,695.0,480,1.0,Urban,Y
LP000427,Female,Yes,3+,Not Graduate,Yes,12297,11285,350.0,240,0.0,Rural,N
LP000428,Male,No,0,Not Graduate,Yes,69238,10280,456.0,36,0.0,Urban,Y
LP000429,Male,Yes,1,Graduate,No,17512,23901,404.0,480,0.0,Rural,Y
LP000430,Male,No,2,Graduate,No,39465,23560,550.0,480,1.0,Rural,Y
LP000431,Female,No,3+,Not Graduate,No,25128,12220,534.0,36,0.0,Urban,N
LP000432,Female,No,2,Not Graduate,No,11146,9262,510.0,180,1.0,Rural,Y
LP000433,Female,No,3+,Graduate,No,18048,39241,415.0,36,1.0,Urban,Y
LP000434,Male,No,2,Not Graduate,No,75425,3790,138.0,480,0.0,Urban,N
LP000435,Female,No,3+,Graduate,Yes,16927,39664,139.0,12,1.0,Urban,Y
LP000436,Female,Yes,2,Graduate,No,13447,36866,526.0,60,0.0,Semiurban,N
LP000437,Female,Yes,1,Not Graduate,No,67429,29447,157.0,12,1.0,Rural,Y
LP000438,Female,No,1,Graduate,Yes,13686,23960,284.0,180,0.0,Semiurban,Y
LP000439,Female,No,0,Not Graduate,Yes,71122,33827,669.0,84,0.0,Semiurban,Y
LP000440,Female,Yes,0,Not Graduate,Yes,30739,12013,560.0,36,1.0,Rural,Y
LP000441,Male,Yes,2,Not Graduate,No,571,23985,204.0,240,1.0,Rural,Y
LP000442,Male,No,2,Graduate,Yes,55499,9633,417.0,240,1.0,Urban,Y
LP000443,Male,No,3+,Not Graduate,No,54594,35034,644.0,300,1.0,Semiurban,Y
LP000444,Female,No,0,Graduate,Yes,47500,18632,79.0,240,1.0,Rural,Y
LP000445,Male,Yes,0,Not Graduate,Yes,6958,835,207.0,12,0.0,Urban,N
LP000446,Female,Yes,3+,Graduate,Yes,37631,10520,553.0,60,0.0,Rural,Y
LP000447,Female,Yes,2,Not Graduate,No,36694,1007,610.0,12,1.0,Rural,Y
LP000448,Male,No,0,Not Graduate,Yes,78284,8958,473.0,36,1.0,Urban,Y
LP000449,Female,Yes,2,Graduate,Yes,28744,33200,98.0,12,0.0,Rural,N
LP000450,Male,No,1,Graduate,Yes,15130,24975,576.0,360,0.0,Urban,N
LP000451,Male,No,2,Not Graduate,No,49551,37889,9.0,240,0.0,Semiurban,N
LP000452,Male,Yes,1,Graduate,No,37969,33096,175.0,360,1.0,Urban,Y
LP000453,Female,Yes,1,Not Graduate,No,65276,21114,557.0,300,0.0,Rural,N
LP000454,Female,Yes,3+,Not Graduate,No,39029,26347,599.0,480,1.0,Semiurban,Y
LP000455,Female,No,3+,Graduate,No,4541,1612,250.0,36,1.0,Semiurban,N
LP000456,Male,Yes,1,Graduate,Yes,20543,28749,142.0,12,1.0,Urban,Y
LP000457,Male,No,3+,Not Graduate,Yes,70591,29003,260.0,120,0.0,Urban,Y
LP000458,Male,Yes,0,Not Graduate,No,51886,30882,30.0,240,1.0,Urban,Y
LP000459,Female,No,0,Not Graduate,Yes,51067,2004,80.0,36,0.0,Semiurban,N
LP000460,Female,Yes,2,Not Graduate,Yes,65676,6703,529.0,84,1.0,Urban,Y
LP000461,Female,No,1,Graduate,No,63893,39537,655.0,240,0.0,Rural,N
LP000462,Female,Yes,2,Not Graduate,No,58636,22008,578.0,360,0.0,Semiurban,N
LP000463,Male,No,1,Graduate,No,66800,19394,509.0,180,1.0,Urban,Y
LP000464,Female,Yes,1,Not Graduate,Yes,13160,4245,316.0,240,1.0,Semiurban,Y
LP000465,Female,Yes,2,Graduate,No,50441,9800,259.0,300,1.0,Rural,Y
LP000466,Male,Yes,2,Not Graduate,No,8117,33129,611.0,300,0.0,Rural,Y
LP000467,Female,Yes,2,Graduate,No,43086,35189,212.0,360,0.0,Rural,N
LP000468,Female,No,2,Not Graduate,Yes,47842,36958,16.0,480,0.0,Urban,N
LP000469,Male,Yes,0,Graduate,Yes,34063,36229,116.0,36,0.0,Urban,N
LP000470,Female,No,1,Graduate,Yes,67313,20365,640.0,240,1.0,Semiurban,Y
LP000471,Male,Yes,3+,Graduate,No,10200,13906,531.0,36,0.0,Urban,N
LP000472,Female,Yes,1,Not Graduate,Yes,75360,15289,381.0,240,1.0,Semiurban,Y
LP000473,Male,Yes,0,Graduate,No,59015,10321,394.0,360,0.0,Urban,N
LP000474,Female,Yes,1,Graduate,No,14414,32761,191.0,84,0.0,Rural,N
LP000475,Male,No,0,Not Graduate,Yes,54157,21112,317.0,120,1.0,Urban,Y
LP000476,Female,No,1,Not Graduate,No,32111,15331,187.0,120,1.0,Urban,Y
LP000477,Female,Yes,0,Not Graduate,Yes,49876,10652,612.0,36,0.0,Urban,N
LP000478,Male,No,3+,Graduate,No,15909,18434,235.0,60,0.0,Rural,N
LP000479,Male,No,3+,Graduate,No,5654,20643,526.0,480,1.0,Semiurban,Y
LP000480,Male,Yes,3+,Graduate,Yes,63849,4712,20.0,12,0.0,Urban,N
LP000481,Female,Yes,3+,Graduate,No,47322,9560,258.0,60,0.0,Rural,N
LP000482,Male,No,0,Not Graduate,Yes,61966,11338,426.0,120,1.0,Urban,Y
LP000483,Female,No,1,Graduate,Yes,64957,22587,385.0,360,1.0,Urban,Y
LP000484,Male,Yes,3+,Not Graduate,No,22011,22909,206.0,12,1.0,Rural,Y
LP000485,Female,Yes,3+,Graduate,No,65302,31816,647.0,180,0.0,Urban,Y
LP000486,Female,Yes,1,Not Graduate,No,22439,15125,456.0,36,1.0,Urban,Y
LP000487,Male,Yes,1,Not Graduate,No,51417,25236,45.0,180,1.0,Urban,Y
LP000488,Female,Yes,2,Graduate,No,12421,21626,429.0,480,1.0,Urban,Y
LP000489,Male,Yes,1,Graduate,No,57654,20946,16.0,180,0.0,Urban,Y
LP000490,Male,Yes,1,Graduate,No,72879,7456,173.0,12,1.0,Rural,Y
LP000491,Male,Yes,1,Not Graduate,No,41868,6380,128.0,120,0.0,Rural,N
LP000492,Female,Yes,2,Not Graduate,No,32857,8911,380.0,480,0.0,Urban,N
LP000493,Female,Yes,1,Graduate,No,48723,24747,241.0,36,1.0,Urban,Y
LP000494,Female,No,0,Not Graduate,No,9171,34237,438.0,12,0.0,Semiurban,N
LP000495,Female,No,3+,Graduate,Yes,9190,33941,295.0,360,1.0,Rural,Y
LP000496,Male,No,0,Graduate,No,73585,14047,403.0,180,0.0,Urban,N
LP000497,Female,Yes,2,Graduate,No,26702,37434,428.0,12,1.0,Semiurban,Y
LP000498,Male,No,2,Graduate,No,4494,37668,460.0,480,0.0,Rural,N
LP000499,Female,Yes,2,Not Graduate,Yes,79088,1174,665.0,360,0.0,Semiurban,N
LP000500,Female,Yes,2,Graduate,No,7353,20128,280.0,360,0.0,Semiurban,N
LP000501,Female,Yes,2,Not Graduate,Yes,79004,4208,294.0,240,1.0,Urban,Y
LP000502,Female,No,3+,Not Graduate,Yes,5590,10133,47.0,360,1.0,Urban,Y
LP000503,Male,Yes,1,Not Graduate,No,43359,36799,564.0,12,0.0,Rural,N
LP000504,Female,Yes,0,Not Graduate,No,3042,39399,505.0,60,1.0,Semiurban,Y
LP000505,Male,No,0,Not Graduate,No,6837,39869,496.0,300,0.0,Semiurban,N
LP000506,Male,Yes,1,Graduate,Yes,23957,25973,380.0,60,1.0,Urban,N
LP000507,Female,No,2,Not Graduate,Yes,30302,4021,557.0,300,1.0,Rural,Y
LP000508,Female,No,1,Graduate,Yes,26025,8889,418.0,60,0.0,Urban,N
LP000509,Male,Yes,2,Graduate,No,35089,1774,264.0,84,1.0,Rural,Y
LP000510,Female,No,3+,Graduate,No,29089,21750,484.0,84,1.0,Semiurban,Y
LP000511,Female,No,0,Graduate,Yes,8619,11403,219.0,120,0.0,Rural,N
LP000512,Male,Yes,0,Not Graduate,Yes,61665,31343,413.0,480,0.0,Semiurban,N
LP000513,Female,Yes,3+,Not Graduate,Yes,70307,36241,612.0,480,1.0,Rural,Y
LP000514,Female,Yes,3+,Graduate,Yes,78591,36831,539.0,84,0.0,Urban,N
LP000515,Female,Yes,2,Graduate,No,56505,27330,620.0,240,1.0,Urban,Y
LP000516,Male,No,1,Graduate,No,51282,6268,403.0,84,1.0,Urban,Y
LP000517,Male,Yes,2,Graduate,Yes,53399,28910,667.0,12,1.0,Rural,Y
LP000518,Male,No,2,Graduate,No,62869,2680,589.0,120,1.0,Semiurban,Y
LP000519,Female,Yes,0,Graduate,Yes,19154,23128,138.0,300,1.0,Urban,Y
LP000520,Female,No,2,Not Graduate,Yes,70912,3603,33.0,180,0.0,Rural,N
LP000521,Male,Yes,1,Not Graduate,No,5403,19728,635.0,84,0.0,Rural,N
LP000522,Female,No,2,Not Graduate,No,8876,13488,98.0,84,1.0,Urban,Y
LP000523,Male,Yes,0,Not Graduate,No,59102,26005,281.0,12,1.0,Urban,Y
LP000524,Male,No,1,Graduate,Yes,60408,29600,349.0,480,0.0,Urban,N
LP000525,Female,Yes,1,Not Graduate,Yes,40150,5913,220.0,12,0.0,Urban,N
LP000526,Male,No,0,Not Graduate,No,46423,20155,631.0,60,0.0,Rural,N
LP000527,Female,Yes,0,Graduate,No,48576,39510,356.0,84,1.0,Semiurban,N
LP000528,Female,Yes,2,Not Graduate,No,29885,29263,596.0,84,0.0,Semiurban,Y
LP000529,Female,Yes,0,Graduate,Yes,65708,1523,304.0,36,0.0,Rural,N
LP000530,Male,Yes,3+,Graduate,Yes,41798,2364,398.0,360,1.0,Semiurban,Y
LP000531,Female,Yes,0,Graduate,No,32669,38120,96.0,300,0.0,Rural,Y
LP000532,Female,No,3+,Graduate,No,1436,5054,435.0,60,0.0,Rural,Y
LP000533,Female,No,0,Graduate,Yes,69546,32703,178.0,36,0.0,Rural,N
LP000534,Female,No,3+,Not Graduate,No,75960,3965,155.0,12,1.0,Semiurban,Y
LP000535,Male,Yes,3+,Graduate,Yes,10876,3692,248.0,480,1.0,Rural,Y
LP000536,Male,Yes,0,Not Graduate,No,61690,37849,63.0,360,1.0,Rural,Y
LP000537,Female,No,1,Graduate,Yes,26066,1773,612.0,120,0.0,Urban,N
LP000538,Female,Yes,1,Graduate,Yes,79976,23920,677.0,300,0.0,Urban,N
LP000539,Male,No,3+,Graduate,No,2527,33859,528.0,84,0.0,Semiurban,N
LP000540,Female,Yes,1,Not Graduate,No,24921,15112,307.0,36,1.0,Urban,Y
LP000541,Female,No,0,Graduate,Yes,49154,24503,618.0,120,1.0,Urban,Y
LP000542,Male,No,3+,Not Graduate,No,54930,6106,570.0,300,0.0,Urban,N
LP000543,Male,No,2,Not Graduate,No,75382,9766,12.0,180,0.0,Rural,N
LP000544,Female,Yes,3+,Not Graduate,No,51417,13966,372.0,300,0.0,Urban,Y
LP000545,Male,No,2,Graduate,Yes,21952,37208,300.0,60,1.0,Semiurban,Y
LP000546,Male,No,2,Not Graduate,Yes,45134,26675,397.0,120,0.0,Rural,N
LP000547,Female,Yes,3+,Graduate,Yes,25596,36284,479.0,36,0.0,Semiurban,Y
LP000548,Female,Yes,2,Graduate,No,31010,11997,539.0,60,0.0,Semiurban,N
LP000549,Male,Yes,1,Graduate,Yes,75567,16975,434.0,240,1.0,Semiurban,Y
LP000550,Female,No,2,Graduate,No,11987,692,407.0,12,0.0,Semiurban,N
LP000551,Female,Yes,1,Graduate,No,62632,11984,312.0,300,1.0,Semiurban,Y
LP000552,Male,Yes,3+,Graduate,Yes,39142,24984,112.0,120,1.0,Urban,Y
LP000553,Female,Yes,2,Not Graduate,Yes,8839,2382,339.0,36,0.0,Urban,N
LP000554,Male,Yes,2,Graduate,Yes,1715,21784,372.0,60,1.0,Semiurban,Y
LP000555,Male,Yes,1,Graduate,No,24943,8596,374.0,84,1.0,Semiurban,Y
LP000556,Female,No,1,Not Graduate,No,4770,38610,90.0,36,0.0,Urban,N
LP000557,Male,No,3+,Not Graduate,Yes,65350,22359,575.0,480,1.0,Semiurban,Y
LP000558,Female,Yes,3+,Graduate,No,26087,21126,684.0,120,0.0,Urban,N
LP000559,Female,Yes,2,Graduate,Yes,59550,10314,93.0,240,0.0,Semiurban,N
LP000560,Female,Yes,0,Not Graduate,Yes,45427,25440,227.0,360,0.0,Semiurban,N
LP000561,Female,No,2,Not Graduate,Yes,25522,1584,376.0,12,0.0,Rural,N
LP000562,Male,No,2,Graduate,No,5106,7413,250.0,480,1.0,Semiurban,Y
LP000563,Female,No,3+,Not Graduate,Yes,61544,17126,170.0,180,1.0,Rural,Y
LP000564,Male,Yes,3+,Not Graduate,Yes,12061,37281,187.0,180,1.0,Semiurban,Y
LP000565,Female,No,2,Graduate,Yes,51553,12030,100.0,12,0.0,Rural,N
LP000566,Female,No,1,Not Graduate,Yes,6820,9055,508.0,36,0.0,Urban,N
LP000567,Male,No,3+,Not Graduate,No,59994,20366,658.0,300,1.0,Semiurban,Y
LP000568,Male,Yes,2,Not Graduate,No,63287,35623,514.0,180,0.0,Urban,N
LP000569,Female,No,0,Not Graduate,No,23623,20430,632.0,12,0.0,Rural,N
LP000570,Male,No,2,Not Graduate,No,47448,30214,177.0,480,1.0,Rural,Y
LP000571,Male,No,0,Not Graduate,No,21495,36452,395.0,480,1.0,Rural,Y
LP000572,Male,Yes,0,Graduate,No,25758,25025,329.0,180,0.0,Rural,Y
LP000573,Female,No,0,Graduate,No,44954,29923,109.0,480,0.0,Urban,Y
LP000574,Female,Yes,2,Graduate,Yes,10436,32741,304.0,240,0.0,Rural,N
LP000575,Female,Yes,3+,Not Graduate,Yes,78786,17499,201.0,36,1.0,Semiurban,Y
LP000576,Male,No,1,Not Graduate,No,17022,2837,469.0,84,0.0,Rural,N
LP000577,Female,Yes,1,Graduate,Yes,42455,3428,294.0,240,1.0,Urban,N
LP000578,Female,No,2,Not Graduate,No,41900,23428,224.0,180,1.0,Urban,Y
LP000579,Male,No,2,Graduate,No,44626,2193,464.0,300,1.0,Semiurban,Y
LP000580,Female,Yes,0,Not Graduate,Yes,45298,19722,236.0,180,0.0,Urban,Y
LP000581,Female,No,3+,Not Graduate,Yes,78111,2166,369.0,36,1.0,Rural,Y
LP000582,Female,No,2,Not Graduate,Yes,53709,32458,51.0,12,1.0,Semiurban,Y
LP000583,Male,No,1,Graduate,Yes,72119,15418,189.0,120,1.0,Semiurban,Y
LP000584,Male,Yes,2,Graduate,No,80086,19802,519.0,480,0.0,Urban,N
LP000585,Female,Yes,3+,Graduate,Yes,73627,19096,470.0,480,1.0,Semiurban,Y
LP000586,Female,Yes,3+,Graduate,No,20133,37756,294.0,360,0.0,Rural,N
LP000587,Male,No,2,Graduate,No,46166,13889,305.0,36,0.0,Rural,N
LP000588,Male,No,2,Not Graduate,Yes,16410,17458,564.0,240,0.0,Urban,N
LP000589,Male,Yes,3+,Not Graduate,Yes,34191,12704,45.0,360,1.0,Rural,Y
LP000590,Female,Yes,3+,Not Graduate,Yes,66224,11082,91.0,84,1.0,Rural,N
LP000591,Female,No,0,Not Graduate,No,44863,33511,265.0,84,0.0,Urban,N
LP000592,Male,Yes,2,Graduate,No,69898,28519,225.0,480,1.0,Rural,Y
LP000593,Male,No,2,Graduate,Yes,27340,17389,530.0,120,0.0,Urban,N
LP000594,Female,Yes,2,Graduate,Yes,17920,8204,34.0,180,0.0,Urban,N
LP000595,Male,No,1,Not Graduate,No,50351,18234,259.0,240,0.0,Urban,N
LP000596,Female,No,0,Graduate,Yes,11401,21285,223.0,360,0.0,Semiurban,N
LP000597,Male,No,3+,Graduate,Yes,32305,36371,665.0,180,1.0,Rural,Y
LP000598,Female,Yes,0,Not Graduate,Yes,63089,35028,328.0,60,1.0,Rural,Y
LP000599,Male,No,1,Not Graduate,Yes,8211,31783,419.0,36,1.0,Rural,Y
LP000600,Female,Yes,0,Graduate,Yes,40207,7814,467.0,180,1.0,Urban,N
LP000601,Male,No,1,Graduate,Yes,24558,30660,332.0,360,0.0,Urban,Y
LP000602,Female,No,0,Graduate,Yes,18338,29445,538.0,60,0.0,Rural,N
LP000603,Female,No,0,Not Graduate,No,22929,10420,347.0,84,1.0,Rural,Y
LP000604,Female,Yes,0,Not Graduate,Yes,24837,9954,236.0,60,0.0,Rural,N
LP000605,Male,No,2,Not Graduate,Yes,24364,9208,244.0,240,1.0,Rural,Y
LP000606,Female,Yes,3+,Not Graduate,No,66655,18537,374.0,84,0.0,Semiurban,N
LP000607,Female,No,0,Not Graduate,No,21396,15168,442.0,180,0.0,Urban,N
LP000608,Female,No,2,Not Graduate,Yes,33836,37350,457.0,180,1.0,Semiurban,Y
LP000609,Male,Yes,2,Graduate,No,16701,37253,515.0,360,0.0,Rural,N
LP000610,Male,Yes,2,Graduate,Yes,19855,33375,284.0,120,0.0,Urban,N
